date,build_year,dong,jibun,floor,use_area,total_deposit
202102,1994,금호동1가,167-5,1,56.23,23900
202102,1994,금호동1가,162,-1,35.88,14000
202102,1996,금호동1가,167-30,3,58.48,25000
202102,1999,금호동1가,1-164,3,48.99,9700
202102,1999,금호동1가,1-164,3,52.59,9700
202102,1998,금호동1가,167-15,3,34.23,20000
202102,1991,금호동2가,501-68,4,67.98,20000
202102,2007,금호동3가,1139,2,72.24,26250
202102,2015,금호동3가,587,4,39.95,35000
202102,1991,금호동3가,85,1,32.3,10500
202102,2019,금호동3가,175-1,3,29.73,17700
202102,1998,금호동3가,873,2,57.06,35000
202102,2003,금호동3가,199-1,3,40.04,25000
202102,2003,금호동3가,199-1,3,40.04,24900
202102,2000,금호동3가,583,1,76.38,26250
202102,2002,금호동4가,1418-9,3,63.51,30000
202102,1997,금호동4가,667,1,42.48,16500
202102,2017,성수동1가,656-1041,5,29.71,25000
202102,2018,성수동1가,13-163,6,19.73,24000
202102,1978,성수동1가,685-260,1,81.22,24000
202102,2017,성수동1가,656-1080,6,28.425,29000
202102,2006,성수동1가,244-4,4,28.64,10000
202102,1981,성수동1가,656-1264,2,59.6,15600
202102,2017,성수동1가,656-1041,3,28.4,24600
202102,1979,성수동1가,656-1583,2,98.18,20000
202102,1993,성수동1가,432-3,1,28.44,15500
202102,2001,성수동1가,685-251,4,33.97,18000
202102,1990,성수동1가,656-1804,2,36.66,5000
202102,2003,성수동1가,16-46,4,43.44,37000
202102,2012,성수동1가,13-140,4,29.16,17850
202102,2017,성수동1가,656-1040,4,26.42,26460
202102,2007,성수동1가,Jan-86,4,49.09,17850
202102,2007,성수동1가,386,2,102.5,30450
202102,2018,성수동1가,13-163,7,16.38,19500
202102,2006,성수동1가,433,2,42.63,13650
202102,2007,성수동1가,668-114,3,77.16,50000
202102,2006,성수동1가,160-1,3,24.32,16000
202102,2007,성수동1가,14-67,4,47.04,21000
202102,2006,성수동1가,261,3,55.72,18000
202102,2012,성수동1가,656-700,2,14.6,16000
202102,2003,성수동1가,685-1,2,28.64,13650
202102,2012,성수동1가,13-101,5,22.1,13000
202102,2003,성수동1가,685-1,2,57.09,28500
202102,2017,성수동2가,299-167,4,29.1375,27000
202102,2017,성수동2가,255-4,6,28.47,22500
202102,1978,성수동2가,336-2,3,49.82,19000
202102,2017,성수동2가,299-162,6,40.51,30450
202102,1978,성수동2가,336-2,4,59.21,21000
202102,1983,성수동2가,590-1,3,47.52,21000
202102,1996,성수동2가,700-2,1,36.84,14175
202102,2004,성수동2가,321-81,3,60.32,23500
202102,2016,성수동2가,299-174,5,29.88,22500
202102,2017,성수동2가,255-7,4,29.8,23000
202102,2011,송정동,67-22,3,12.01,7500
202102,2019,송정동,73-940,4,55.85,32600
202102,2019,송정동,73-940,4,55.85,32600
202102,2016,용답동,18,5,50.41,25000
202102,1986,용답동,Aug-57,2,47.72,21500
202102,2002,용답동,Jul-49,1,52.66,21000
202103,2013,하왕십리동,966-16,5,18.17,13000
202103,2021,홍익동,289-1,3,29.93,37000
202103,2017,홍익동,295,5,26.93,26000
202103,2017,홍익동,295,4,28.63,24600
202103,2017,홍익동,295,6,26.8,26500
202103,2017,홍익동,295,5,26.93,25700
202103,1997,홍익동,346,4,55.32,28000
202103,2015,홍익동,368,5,25.11,22000
202103,2016,홍익동,62,4,46.4,30000
202103,2021,홍익동,289-1,4,29.16,37000
202103,2012,도선동,314,3,14.83,13600
202103,2018,도선동,185-36,2,31.82,28500
202103,2012,도선동,314,4,14.38,13700
202103,2012,도선동,314,4,14.26,15500
202103,2019,도선동,333-1,2,27.16,30000
202103,2016,마장동,564-15,5,29.14,22000
202103,2013,마장동,795-1,2,15.81,16000
202103,1985,마장동,767-56,2,73.71,9250
202103,2007,마장동,388-43,4,27.22,10000
202103,2016,마장동,796-1,3,29.98,26000
202103,1984,마장동,793-22,1,77.41,24500
202103,2007,마장동,388-43,2,12.51,18000
202103,2017,마장동,767-5,2,34.71,25500
202103,2017,마장동,767-5,3,32.98,25000
202103,2016,마장동,506-1,5,31.4,22000
202103,1984,마장동,793-23,3,66.4,24000
202103,2007,마장동,388-43,1,14.73,13000
202103,2001,마장동,797-18,3,62.09,29400
202103,2012,마장동,388-16,3,17.23,16000
202103,2002,마장동,778-4,5,57.46,23000
202103,2004,사근동,213-2,4,15.14,7000
202103,2004,사근동,213-2,2,15.98,11000
202103,2006,사근동,213-20,4,15.33,13000
202103,1986,사근동,176-23,3,10.73,7500
202103,2016,사근동,210-2,3,27.6,18000
202103,2003,행당동,19-78,3,64.5,18500
202103,2007,행당동,308-7,3,70.6,30450
202103,2003,행당동,1-32,3,44.76,18000
202103,2020,행당동,292-50,4,21.04,24000
202103,2004,행당동,1-72,4,55.77,14000
202103,1999,행당동,313-2,2,79.36,35000
202103,2015,행당동,12-05,7,20.7,21000
202103,2013,행당동,168-29,3,46.64,28700
202103,2020,행당동,320-45,5,19.2,17500
202103,2015,행당동,12-05,6,20.2,21500
202103,2019,행당동,302-1,5,77.65,50000
202103,2021,행당동,138-51,2,28.57,25500
202103,2015,행당동,302-22,2,27.26,20000
202103,2021,행당동,297-6,5,29.61,31000
202103,2021,행당동,297-6,6,24.21,30000
202103,2002,행당동,297-7,5,36.56,21500
202103,2021,행당동,138-51,2,27.93,22000
202103,2021,행당동,138-51,2,27.93,22000
202103,2016,행당동,296-24,2,55.73,12000
202103,2021,행당동,138-51,3,26.22,19000
202103,2020,행당동,292-50,3,21.04,21000
202103,2002,응봉동,264-86,4,57.98,15750
202103,2003,응봉동,193-119,4,51.01,22000
202103,1994,응봉동,265-121,-1,34.38,10000
202103,2003,응봉동,264-81,1,59.77,20000
202103,2002,응봉동,193-91,3,66.86,26250
202103,1996,응봉동,265-50,2,42.5,9000
202103,1994,응봉동,265-81,1,29.16,9000
202103,1994,금호동1가,167-40,-1,37.35,7900
202103,1994,금호동1가,130-3,2,33.76,19000
202103,1998,금호동1가,1815-5,-1,39.65,7500
202103,1995,금호동1가,167-19,3,33.36,14500
202103,1995,금호동1가,167-19,2,33.36,12000
202103,2000,금호동1가,76,2,38.13,14800
202103,2000,금호동1가,76,1,38.13,16000
202103,1996,금호동1가,54,4,33.97,16000
202103,1994,금호동1가,Oct-69,3,28.04,15000
202103,1996,금호동1가,30,-1,44.7,10000
202103,2000,금호동1가,20,2,44.59,18500
202103,1992,금호동2가,501-10,3,55.08,16900
202103,2004,금호동2가,501-123,2,58.44,20000
202103,2002,금호동2가,501-11,3,55.74,23000
202103,1999,금호동3가,934,2,40.28,21000
202103,1999,금호동3가,1265-16,1,35.33,15000
202103,2015,금호동3가,587,5,43.36,26460
202103,2002,금호동3가,1344-38,3,55.31,16000
202103,1990,금호동3가,519-1,1,35.37,13000
202103,2019,금호동3가,175-1,2,29.93,20000
202103,1998,금호동3가,855,2,38.23,18500
202103,1997,금호동3가,1265-75,3,46.98,13600
202103,1998,금호동3가,873,2,27.06,14500
202103,2002,금호동3가,102,3,58.77,22000
202103,1994,금호동3가,204,4,29.3,10000
202103,2019,금호동3가,175-1,2,29.73,16800
202103,2002,금호동3가,871-1,1,59.97,19000
202103,2006,금호동3가,200,3,55.42,28000
202103,2015,금호동3가,587,3,43.91,38000
202103,1997,금호동4가,667,2,47.6,14000
202103,1998,금호동4가,1380,3,29.62,17700
202103,2004,금호동4가,1457,4,71.9,30000
202103,2004,금호동4가,1457,4,71.9,30000
202103,2001,옥수동,225-7,5,41.86,18900
202103,2004,성수동1가,Jan-46,2,49.71,18000
202103,1981,성수동1가,334-1,2,60.73,13000
202103,2006,성수동1가,370-2,3,34.96,15000
202103,2007,성수동1가,318,5,53.8,23000
202103,1982,성수동1가,685-185,1,58.58,20000
202103,2001,성수동1가,685-251,3,31.46,17000
202103,1978,성수동1가,656-372,2,62.31,9000
202103,1978,성수동1가,685-260,2,81.23,38000
202103,2017,성수동1가,656-1040,6,14.13,14700
202103,2017,성수동1가,656-314,4,25.95,25200
202103,2017,성수동1가,656-1040,4,28.44,25000
202103,1978,성수동1가,685-260,1,81.22,40000
202103,2017,성수동1가,656-1040,3,26.42,25700
202103,2007,성수동1가,451-1,3,60.15,28500
202103,2006,성수동1가,244-4,2,28.64,12000
202103,1978,성수동1가,374-1,1,60.93,16500
202103,2013,성수동1가,656-28,5,52.51,31350
202103,2002,성수동1가,656-1006,4,42.14,35000
202103,1987,성수동1가,656-329,2,67.35,35000
202103,2006,성수동1가,410-8,3,30.9,12000
202103,2012,성수동1가,07-22,3,29.73,22000
202103,2015,성수동1가,33-78,5,27.04,23000
202103,2007,성수동1가,Jan-86,3,68.75,18900
202103,2017,성수동1가,656-314,3,28.28,27000
202103,2016,성수동1가,656-572,3,29.99,27000
202103,2007,성수동1가,410-10,4,66.74,30000
202103,2003,성수동1가,613-24,5,46.17,28000
202103,2012,성수동2가,315-44,2,14.387,10400
202103,1986,성수동2가,269-9,2,67.23,27000
202103,1983,성수동2가,265-4,1,50.94,23000
202103,2016,성수동2가,299-175,5,29.97,24150
202103,2011,성수동2가,299-51,5,20.5,17500
202103,1984,성수동2가,231-11,3,56.97,20000
202103,2007,성수동2가,647,4,39.16,15000
202103,2006,성수동2가,331-171,3,27.9,8000
202103,1985,성수동2가,269-236,1,54,28000
202103,2015,성수동2가,299-80,4,44.28,35000
202103,2017,성수동2가,299-162,4,40.68,29400
202103,2007,성수동2가,647,2,49.44,19672
202103,2004,성수동2가,566-29,4,66.36,25000
202103,2017,성수동2가,289-146,3,29.93,22000
202103,2017,성수동2가,289-154,3,29.81,24000
202103,1981,성수동2가,331-232,3,78.05,23100
202103,2016,성수동2가,299-178,4,28.63,30000
202103,2014,성수동2가,299-82,4,14.85,8900
202103,2017,성수동2가,289-154,4,29.81,24150
202103,2003,성수동2가,659,2,84.09,26250
202103,2017,성수동2가,289-146,6,28.18,22600
202103,1982,성수동2가,269-28,3,49.92,48000
202103,2021,송정동,66-91,2,19.44,11000
202103,2021,송정동,66-91,2,19.44,19400
202103,2021,송정동,66-91,4,26.04,23500
202103,2021,송정동,66-91,4,26.04,23500
202103,2021,송정동,66-91,5,26.04,22400
202103,2021,송정동,66-91,3,23.24,20200
202103,2021,송정동,66-91,3,23.24,20600
202103,2011,송정동,67-22,4,12.81,13000
202103,2020,송정동,72-136,3,59.86,14788
202103,2020,송정동,72-136,5,58.27,14469
202103,2016,용답동,Dec-42,2,46.08,27000
202103,2015,용답동,226-7,3,29.67,6520
202103,2004,용답동,12-02,3,75.45,29500
202103,2013,용답동,07-04,3,39.37,22000
202103,2008,용답동,167-13,3,63.58,30000
202104,2007,하왕십리동,976-12,3,57.31,24150
202104,1997,하왕십리동,890-98,3,60.6,30000
202104,2017,홍익동,295,4,26.93,24300
202104,1977,홍익동,125,5,68.96,9800
202104,2021,홍익동,289-1,2,29.77,36300
202104,2021,홍익동,289-1,6,29.16,37000
202104,2014,홍익동,367,5,31.46,19000
202104,2011,도선동,329-1,3,12.09,12500
202104,2011,도선동,329-1,4,12.25,12000
202104,2019,도선동,333-1,6,28.39,32000
202104,2011,도선동,329-1,6,12.15,17500
202104,2012,도선동,314,4,14.5,16700
202104,1997,마장동,778-18,-1,67.15,15000
202104,2006,마장동,465-21,2,49.2,16000
202104,2009,마장동,465-3,4,74.95,23100
202104,2009,마장동,465-3,4,74.95,24150
202104,2014,마장동,564-11,3,26.64,29000
202104,2013,마장동,388-15,5,31.66,12500
202104,2006,마장동,388-2,3,64.11,33000
202104,2006,마장동,388-2,5,64.11,15000
202104,2017,마장동,767-5,2,32.98,30500
202104,2013,마장동,388-20,3,13.46,16000
202104,2013,마장동,797-19,5,15.22,10500
202104,2004,사근동,213-2,5,46.34,7000
202104,2004,사근동,213-2,3,15.98,6000
202104,2003,사근동,180-3,2,16.03,7000
202104,2003,사근동,180-3,2,19.35,11500
202104,1993,사근동,309-69,2,31.38,26500
202104,2006,사근동,213-20,4,10.98,5000
202104,2006,사근동,213-20,3,16.16,8000
202104,2006,사근동,213-20,3,13.15,10500
202104,2004,사근동,213-2,3,13.53,6500
202104,2021,행당동,297-6,2,25.29,30000
202104,2016,행당동,304,2,29.99,26000
202104,1988,행당동,128-544,1,62.9,8400
202104,1999,행당동,313-2,3,75.34,30400
202104,1999,행당동,313-2,3,75.34,20400
202104,1990,행당동,301-2,2,41.28,26000
202104,2021,행당동,138-51,3,28.67,22000
202104,2021,행당동,297-6,6,24.21,30000
202104,2006,행당동,1-54,2,26.04,17500
202104,2005,행당동,01-24,2,79.51,14000
202104,1993,행당동,03-18,4,57.31,35000
202104,2011,행당동,306-5,4,69.31,30000
202104,2012,행당동,37-34,2,12.13,14500
202104,1994,응봉동,265-178,1,22.26,6000
202104,1993,응봉동,265-152,2,38.16,10900
202104,1998,응봉동,265-109,2,59.84,15000
202104,1995,응봉동,265-141,3,55.86,15000
202104,2002,응봉동,264-79,4,38.43,15000
202104,1993,응봉동,265-32,1,49.04,9700
202104,1994,응봉동,265-77,-1,24.66,4000
202104,1994,응봉동,265-77,-1,24.66,4000
202104,1994,금호동1가,167-40,-1,37.35,9100
202104,1996,금호동1가,167-34,3,44.85,27900
202104,1999,금호동1가,1-164,-1,48.99,13300
202104,1991,금호동2가,501-68,1,40.15,12000
202104,2003,금호동2가,501-36,4,52.35,24000
202104,2012,금호동2가,500,3,61.29,25700
202104,2002,금호동2가,501-32,4,39.02,17500
202104,2010,금호동3가,1170-4,1,85.14,37000
202104,2004,금호동3가,1265-63,4,36.36,12000
202104,2007,금호동3가,1139,1,66.95,32000
202104,1997,금호동3가,852,4,57.08,24900
202104,1997,금호동3가,818,3,58.68,30000
202104,1999,금호동3가,842-1,-1,59.83,15500
202104,1997,금호동3가,859,1,48.99,13000
202104,1974,금호동3가,1344-98,1,67.77,9500
202104,1990,금호동4가,1223,4,56.91,18900
202104,2021,금호동4가,173-5,4,29.91,20000
202104,1992,금호동4가,1418-6,1,34.86,12600
202104,2021,금호동4가,173-5,2,50.09,32000
202104,1996,금호동4가,1092-1,5,49.36,22000
202104,1992,금호동4가,1418-6,3,34.86,13600
202104,2018,성수동1가,13-163,5,16.38,20400
202104,1979,성수동1가,656-243,1,73.42,23000
202104,1990,성수동1가,668-2,2,68.5,40000
202104,1980,성수동1가,656-1267,1,48.53,16100
202104,2017,성수동1가,656-1040,3,14.13,19000
202104,2012,성수동1가,656-373,3,12,6800
202104,2012,성수동1가,656-373,3,12.05,7500
202104,2003,성수동1가,16-44,3,75.56,47000
202104,2015,성수동1가,33-78,4,26.85,28000
202104,2003,성수동1가,656-771,4,17.16,14700
202104,2017,성수동1가,656-314,6,25.95,26000
202104,2015,성수동1가,656-2002,2,29.29,23000
202104,1997,성수동1가,449-1,3,48.8,22000
202104,2002,성수동1가,13-45,3,32.25,21000
202104,1990,성수동1가,656-1804,3,36.66,21000
202104,2004,성수동1가,668-44,3,51.16,26250
202104,2004,성수동1가,Jan-46,3,48.68,18000
202104,1979,성수동1가,656-243,2,63.74,26000
202104,2019,성수동1가,13-143,3,27.08,23900
202104,2006,성수동1가,357,5,43.8,20000
202104,1980,성수동1가,656-1267,2,52.03,12500
202104,2015,성수동1가,656-399,4,29.92,21000
202104,2004,성수동1가,Jan-46,4,53.29,20000
202104,2014,성수동2가,299-82,3,14.85,8900
202104,2017,성수동2가,289-146,5,26.15,23500
202104,1994,성수동2가,564-7,2,44.26,13650
202104,2017,성수동2가,289-146,6,29.93,23150
202104,1985,성수동2가,269-236,1,54,25000
202104,1986,성수동2가,269-9,3,67.23,17000
202104,1994,성수동2가,299-247,1,79.38,7500
202104,2012,성수동2가,299-170,2,31.88,18000
202104,1992,성수동2가,634-1,-1,45.09,9000
202104,2018,성수동2가,269-105,7,48.5,40000
202104,1994,성수동2가,299-56,4,57.79,21700
202104,2007,성수동2가,579,2,27.38,11000
202104,2017,성수동2가,289-146,4,28.18,22000
202104,2002,성수동2가,289-73,4,54.42,35000
202104,2021,송정동,66-91,3,20.51,19600
202104,1990,송정동,97-20,2,33.57,7560
202104,2019,송정동,73-940,4,54.03,31500
202104,2016,송정동,73-547,2,33.01,22000
202104,2015,송정동,73-170,4,29.55,16000
202104,2021,송정동,66-91,3,20.51,19600
202104,2021,송정동,66-91,2,20.51,19100
202104,2002,송정동,97-40,2,32.95,16900
202104,2016,용답동,18,6,50.41,35000
202104,2012,용답동,Mar-63,4,15.75,6000
202105,2019,홍익동,298,6,28.73,30000
202105,2014,홍익동,367,3,27.45,23000
202105,2018,홍익동,125-1,7,41.28,38000
202105,2011,홍익동,305-2,4,13.05,13000
202105,2012,홍익동,302-3,1,34.78,12500
202105,2004,도선동,181,5,60.28,23000
202105,2011,도선동,329-12,6,12.11,10000
202105,2011,도선동,329-12,3,12.32,15100
202105,2019,도선동,333-1,4,27.16,31500
202105,2019,도선동,333-1,2,28.39,30975
202105,2004,도선동,181,5,61.89,26000
202105,2019,도선동,333-1,3,27.16,31500
202105,2014,마장동,564-11,3,28.2,26000
202105,2018,마장동,775-4,8,27.31,29400
202105,2017,마장동,767-5,3,32.98,25000
202105,2018,마장동,775-2,8,27.92,27000
202105,2013,마장동,800-1,5,14.79,19000
202105,2016,마장동,566-31,3,26.64,23000
202105,2007,마장동,388-43,4,27.22,14000
202105,2019,마장동,815-8,3,26.71,25000
202105,2015,마장동,767-13,6,48.19,26250
202105,2013,마장동,800-1,3,13.81,16000
202105,2006,마장동,388-2,4,64.11,23000
202105,2003,마장동,795-13,4,21.08,16000
202105,2003,사근동,180-3,5,17.82,12500
202105,2003,사근동,180-3,5,17.82,12500
202105,2006,행당동,1-54,4,35.9,17500
202105,2014,행당동,296-14,4,18.58,16000
202105,2004,행당동,1-72,1,69.34,15500
202105,2014,행당동,168-30,6,45.71,25000
202105,2004,행당동,306,2,53.2,26000
202105,2003,행당동,1-32,3,44.76,19000
202105,2005,행당동,1-61,1,17.55,14500
202105,2015,행당동,304-21,4,16.17,14000
202105,2011,행당동,19-90,5,24.38,15300
202105,2011,행당동,19-90,5,24.38,15600
202105,2008,행당동,309-18,2,76.55,43000
202105,2002,행당동,01-23,2,24.38,17900
202105,2018,행당동,286-25,8,14.058,17600
202105,2004,행당동,1-43,3,35.78,16000
202105,2003,행당동,1-55,1,17.47,12900
202105,2008,행당동,1-112,5,43.2,15000
202105,2016,행당동,311-7,4,39.61,37000
202105,1995,행당동,Dec-70,2,68.43,25500
202105,1994,응봉동,265-101,3,58.68,20000
202105,1996,응봉동,265-99,-1,34.2,9000
202105,1994,응봉동,265-46,1,45.15,12000
202105,2003,응봉동,192-6,2,56.65,21000
202105,1996,응봉동,265-76,3,46.21,14000
202105,1994,응봉동,265-65,1,27.45,5000
202105,1996,응봉동,265-117,3,32.84,8500
202105,1993,응봉동,265-91,2,31.82,6000
202105,1993,응봉동,265-91,2,31.82,6000
202105,1993,응봉동,265-48,1,35.16,14500
202105,2003,응봉동,193-96,2,60.16,25000
202105,1994,응봉동,265-25,-1,59.43,12000
202105,1993,응봉동,265-39,2,28.23,3500
202105,1993,응봉동,265-29,3,50.28,15000
202105,1993,응봉동,265-110,2,36.08,11500
202105,1992,금호동1가,133-4,-1,33.84,11500
202105,1997,금호동1가,31,-1,33.84,9500
202105,1994,금호동1가,162,1,35.88,12000
202105,1992,금호동1가,132-5,1,26.86,13000
202105,1999,금호동1가,1-166,2,46.89,9450
202105,1998,금호동1가,167-15,3,34.23,20000
202105,1998,금호동1가,167-15,2,33.24,13300
202105,2008,금호동2가,651-1,5,75.28,32000
202105,2008,금호동2가,651-1,5,75.28,32000
202105,2004,금호동2가,500-2,2,48.88,25000
202105,2015,금호동2가,657-1,2,45.92,32000
202105,2008,금호동2가,651-1,5,75.28,35000
202105,1986,금호동3가,578,2,37.11,6000
202105,2015,금호동3가,587,3,43.36,27500
202105,1991,금호동3가,50,1,49.14,23000
202105,2015,금호동3가,587,3,43.36,27500
202105,2002,금호동3가,1344-39,4,37.7,15000
202105,1999,금호동3가,934,1,50.56,24500
202105,1995,금호동3가,86,3,52.08,20000
202105,1993,금호동3가,127,1,44.84,15000
202105,2021,금호동4가,173-4,2,28.13,23000
202105,2001,금호동4가,1220-1,2,59.53,26600
202105,1996,옥수동,335-14,2,51.65,20000
202105,2004,옥수동,460-2,3,78.27,38000
202105,1993,옥수동,296-4,-1,50.91,25000
202105,2017,옥수동,463-1,4,128.65,20000
202105,2006,성수동1가,190,2,44.28,19845
202105,1980,성수동1가,656-1267,1,49.12,14000
202105,2012,성수동1가,656-373,5,12.05,7500
202105,2012,성수동1가,656-373,3,12.05,7000
202105,1983,성수동1가,Oct-72,1,59.76,35000
202105,1983,성수동1가,Oct-72,1,59.76,35000
202105,2006,성수동1가,325,3,67.85,23000
202105,2015,성수동1가,33-70,2,26.98,27000
202105,2012,성수동1가,13-140,2,36.48,27100
202105,2012,성수동1가,13-140,2,36.48,27000
202105,2015,성수동1가,656-2002,5,22.66,18000
202105,2002,성수동1가,13-45,5,49.39,18000
202105,1983,성수동1가,Oct-72,1,59.76,25000
202105,2017,성수동1가,656-1040,5,26.42,24500
202105,2017,성수동1가,656-314,5,25.95,22000
202105,2006,성수동1가,300,2,44.22,18900
202105,2007,성수동1가,427-1,4,46.3,16500
202105,2018,성수동1가,13-163,6,16.38,20000
202105,2006,성수동1가,168,3,78.36,27300
202105,1990,성수동1가,668-2,2,68.5,35000
202105,2006,성수동1가,300,2,46.96,16800
202105,1997,성수동1가,449-1,1,54.43,18900
202105,1991,성수동1가,463-4,-1,29.15,10500
202105,2001,성수동1가,685-251,2,25.67,12000
202105,1981,성수동1가,334-1,2,60.73,13650
202105,1992,성수동1가,656-1825,1,54.28,25000
202105,2007,성수동1가,Feb-35,5,102.1,28000
202105,2015,성수동1가,33-78,3,26.85,24000
202105,2002,성수동1가,14-58,3,22.72,16000
202105,2008,성수동1가,13-124,2,60.22,26250
202105,2003,성수동1가,16-43,3,74.76,44100
202105,1983,성수동2가,590-1,1,47.52,20000
202105,2003,성수동2가,321-79,4,64.23,30000
202105,1986,성수동2가,269-9,1,51.57,22000
202105,2012,성수동2가,321-64,2,18.15,13000
202105,1978,성수동2가,336-2,4,40.07,13000
202105,2006,성수동2가,571-26,3,48.63,23000
202105,1983,성수동2가,590-1,1,49.68,25000
202105,2004,성수동2가,573-1,2,62.55,23100
202105,2002,성수동2가,333-25,4,39.03,14700
202105,1983,성수동2가,590-1,2,47.52,21000
202105,1978,성수동2가,336-2,4,40.66,6600
202105,1982,성수동2가,269-28,1,49.92,25000
202105,1978,성수동2가,336-2,5,62.45,10500
202105,1986,성수동2가,269-9,3,64.35,17850
202105,2017,성수동2가,289-146,4,29.93,23370
202105,1986,성수동2가,573-4,2,64.53,19000
202105,2012,성수동2가,289-244,2,22.05,15400
202105,2003,성수동2가,299-235,5,81.4,10000
202105,2012,성수동2가,289-244,2,22.05,15600
202105,2011,성수동2가,299-51,5,15.99,12900
202105,1986,성수동2가,573-4,2,64.53,25000
202105,2001,송정동,66-167,3,58.43,18000
202105,2020,송정동,72-136,5,58.27,19469
202105,2013,송정동,72-113,2,24.48,12500
202105,2004,송정동,73-633,3,90.69,9000
202105,2019,송정동,73-940,3,54.03,31600
202105,2013,송정동,73-166,5,34.19,13000
202105,2006,송정동,Jun-98,3,43.6,13650
202105,2008,용답동,37-17,3,85.23,28000
202105,2006,용답동,37-16,3,49.23,12500
202106,2002,하왕십리동,980-55,3,40.82,19000
202106,2013,하왕십리동,966-16,5,12.87,12000
202106,2021,하왕십리동,966-43,4,36.84,41000
202106,2002,하왕십리동,980-55,4,72.1,32700
202106,2018,하왕십리동,982-4,5,26.32,21000
202106,2021,하왕십리동,985-16,2,29.83,29000
202106,2017,홍익동,295,2,28.63,24500
202106,2017,홍익동,295,4,26.93,23000
202106,2021,홍익동,289-1,2,29.93,36500
202106,2017,홍익동,30,3,54.51,36750
202106,2017,홍익동,295,3,28.63,26000
202106,2017,홍익동,295,3,28.63,26000
202106,2019,도선동,333-1,3,28.39,31500
202106,2012,도선동,314,3,14.17,17800
202106,2019,도선동,333-1,5,27.52,30970
202106,2004,도선동,181,4,60.28,29000
202106,2019,도선동,333-1,4,28.39,31500
202106,2014,마장동,795-4,2,16.24,14200
202106,1997,마장동,778-18,2,62.25,23000
202106,2016,마장동,564-14,4,36.53,15900
202106,1984,마장동,769-3,3,61.64,22000
202106,1984,마장동,769-3,3,61.64,23000
202106,2007,마장동,388-43,2,13.76,13500
202106,2007,마장동,388-43,3,13.76,13500
202106,2015,마장동,767-13,4,48.19,28000
202106,2016,마장동,564-15,2,27.74,25500
202106,2013,마장동,388-20,4,12.33,15900
202106,2013,마장동,469-6,3,29.51,9450
202106,2015,마장동,767-13,3,48.19,25000
202106,2013,마장동,800-1,5,14.79,15400
202106,2007,마장동,388-43,4,30.83,14000
202106,2019,마장동,815-8,2,24.36,22900
202106,2009,마장동,465-3,3,74.95,28500
202106,2003,마장동,399-59,1,50.7,17800
202106,2016,마장동,399-54,5,14.4,14500
202106,1981,사근동,291-32,3,47.9,23000
202106,2004,사근동,188-6,3,19.11,12000
202106,2006,사근동,213-20,5,36.51,8000
202106,2018,사근동,291-21,3,28.97,22000
202106,1990,사근동,190-13,2,31.79,14500
202106,2018,사근동,291-21,2,24.53,20600
202106,2018,사근동,291-21,2,24.53,20600
202106,1981,사근동,291-32,3,47.9,15000
202106,2015,사근동,176-8,3,20.51,13900
202106,1991,사근동,301-14,1,38.37,12500
202106,2018,사근동,291-21,5,20.01,19950
202106,2018,사근동,291-21,5,20.01,19950
202106,2013,행당동,168-29,4,33.37,19000
202106,2015,행당동,304-21,5,16.17,12000
202106,2015,행당동,304-21,5,16.17,12000
202106,2002,행당동,01-23,2,17.09,15900
202106,1977,행당동,01-28,1,62.35,30000
202106,2016,행당동,304,2,29.86,24000
202106,2015,행당동,12-05,6,20.7,21000
202106,2005,행당동,01-24,1,66.38,14500
202106,2005,행당동,01-24,1,66.38,14500
202106,2007,행당동,311-30,3,67.52,34000
202106,2007,행당동,311-30,3,67.52,34000
202106,2013,행당동,70-18,2,12.05,11000
202106,2003,행당동,19-78,1,23.52,15500
202106,2008,행당동,309-18,4,73.6,43800
202106,1994,응봉동,265-118,1,27.12,11000
202106,1994,응봉동,265-140,2,42.92,12000
202106,2010,응봉동,264-75,2,58.8,13650
202106,2000,응봉동,265-8,1,58.87,17000
202106,1993,응봉동,265-161,-1,55.03,9500
202106,1995,응봉동,265-83,4,59.99,20000
202106,1996,응봉동,265-76,1,59.78,12000
202106,2001,응봉동,264-87,4,59.79,16000
202106,1997,금호동1가,11,3,38.11,13000
202106,2007,금호동1가,1-154,4,54.39,19000
202106,1992,금호동1가,87,1,32.37,16000
202106,1996,금호동1가,159,4,32.04,17000
202106,2003,금호동2가,501-36,1,64.67,28000
202106,1994,금호동3가,1186,2,40.47,13000
202106,1997,금호동3가,1265-75,3,49.15,16700
202106,2006,금호동3가,1229-1,1,40.68,18000
202106,1993,금호동3가,516,-1,42.84,11000
202106,1997,금호동3가,15,2,46.4,15700
202106,1997,금호동3가,15,2,46.4,16000
202106,1997,금호동3가,842-51,3,56.79,17850
202106,1991,금호동3가,551,1,34.48,13000
202106,1995,금호동3가,615,1,44.9,16000
202106,1992,금호동3가,69,1,30.96,10000
202106,1993,금호동3가,127,4,42.08,13000
202106,1992,옥수동,297,4,39.35,23000
202106,1992,옥수동,297,4,39.35,23000
202106,1991,옥수동,218-14,1,71.74,20000
202106,1991,옥수동,218-14,1,71.74,20000
202106,2013,옥수동,226-13,2,12.3,9000
202106,2013,성수동1가,656-28,5,29.72,21000
202106,2007,성수동1가,468-4,3,67.11,30000
202106,2006,성수동1가,330-1,3,28.1,8000
202106,1978,성수동1가,685-260,1,81.22,30000
202106,1978,성수동1가,685-260,1,81.22,30000
