BuildYear,DealYear,DealMonth,DealDay,Dong,Jibun,Deposit,Apartment_Name,Monthly_Rent,Area_for_ExclusiveUse,Regional_Code,Floor
2012,2015,2,26,망우동,416-40,"14,000",삼성하이빌,0,49.78,11260,5
1988,2015,2,26,망우동,137-1,"10,000",현대빌라,0,57.87,11260,2
2011,2015,2,28,망우동,400-14,"4,500",힐탑Ⅱ,0,14.47,11260,2
1991,2015,2,4,신내동,410-2,"7,000",대성빌라,0,46.98,11260,3
2002,2015,2,7,신내동,446-13,"12,000",연호하이빌,0,43.2,11260,5
1991,2015,2,25,신내동,410-2,"15,000",대성빌라,0,59.22,11260,1
1991,2015,2,27,신내동,410-2,"11,000",대성빌라,0,52.47,11260,1
1989,2015,2,27,신내동,493-156,"7,000",대성B,0,36.6,11260,2
1995,2015,3,1,면목동,393-6,"14,000",목화빌라,0,52.94,11260,3
2011,2015,3,2,면목동,175-75,"17,500",JOY타운,0,56.03,11260,3
1992,2015,3,2,면목동,34-2,"10,500",현대맨숀,0,82.48,11260,3
2013,2015,3,2,면목동,1177,"6,000",대명이튼캐슬,60,68.09,11260,5
1990,2015,3,3,면목동,527-268,"8,500",무림빌라,0,42.86,11260,2
2013,2015,3,3,면목동,137-5,"5,000",삼성트윈빌,65,44.72,11260,4
2014,2015,3,3,면목동,341-9,"17,000",드림하우스(341-9),0,37.12,11260,6
2013,2015,3,3,면목동,1148,"8,000",헤렌하우스,0,29.92,11260,3
2012,2015,3,3,면목동,375-17,"13,000",선빌리지,0,29.95,11260,2
2002,2015,3,4,면목동,375-3,"17,500",면목골드빌라,0,66.53,11260,2
2012,2015,3,4,면목동,1342-8,"17,000",용마산타워,0,51.24,11260,3
1995,2015,3,4,면목동,623-42,"15,000",태영주택,0,50.16,11260,2
2008,2015,3,4,면목동,183-105,"3,000",현성빌4차,35,36.91,11260,1
2001,2015,3,4,면목동,179-27,"13,000",신원하이츠맨션,0,55.52,11260,4
1991,2015,3,5,면목동,96-33,"7,500",(96-33),0,45.87,11260,-1
2008,2015,3,5,면목동,550-23,"5,000",리치하이빌,50,31.85,11260,4
2008,2015,3,5,면목동,183-90,"15,500",삼호맨션,0,52.89,11260,3
2003,2015,3,5,면목동,385-23,"12,000",하나빌라,0,39.97,11260,2
2012,2015,3,6,면목동,620-42,"6,000",케이빌,0,15.06,11260,4
1986,2015,3,7,면목동,135-27,"8,500",금성연립(마),0,31.23,11260,1
1990,2015,3,7,면목동,52-4,"13,000",현대파크,0,48.24,11260,2
2015,2015,3,7,면목동,1343-21,"8,000",(1343-21),30,29.88,11260,3
2013,2015,3,7,면목동,369-29,"18,000",(369-29),0,64.64,11260,2
2012,2015,3,7,면목동,186-2,"4,000",노블레스빌,60,29.93,11260,4
2012,2015,3,7,면목동,31-37,"11,000",파크빌리지,0,29.79,11260,2
2008,2015,3,7,면목동,185-144,"9,000",동일빌라,0,42.98,11260,4
2004,2015,3,7,면목동,101-45,"13,000",(101-45),0,35.49,11260,3
1991,2015,3,7,면목동,532-102,"1,000",진성빌라,60,47.88,11260,2
1991,2015,3,8,면목동,174-99,"8,000",화이트빌리지,0,41.15,11260,3
1993,2015,3,8,면목동,1173,"12,000",1173,10,68.25,11260,3
2002,2015,3,9,면목동,64-3,"11,000",성심하이츠,0,38.79,11260,5
2002,2015,3,9,면목동,375-3,"19,000",면목골드빌라,0,66.53,11260,4
2001,2015,3,10,면목동,66-1,"16,000",청백빌라,0,67.09,11260,4
2003,2015,3,10,면목동,1137-1,"14,500",영지아트빌,0,53.01,11260,1
1992,2015,3,10,면목동,298-13,"15,500",현대하이츠빌라(마),0,57.18,11260,4
2007,2015,3,10,면목동,1149-1,"17,000",성진빌,0,57.93,11260,3
1996,2015,3,10,면목동,1159-2,"10,000",(1159-2),0,48.75,11260,1
2011,2015,3,11,면목동,69-26,"13,500",69-26,5,38.02,11260,5
2011,2015,3,12,면목동,121-6,"17,000",삼성빌(23차),0,45.82,11260,5
2009,2015,3,12,면목동,64-29,"13,500",오페라하우스(2차),0,43.92,11260,3
2003,2015,3,13,면목동,648-12,"8,000",수성빌라,0,33.76,11260,2
1994,2015,3,13,면목동,69-47,"18,000",환진빌라,0,89.96,11260,3
2013,2015,3,14,면목동,316,"13,000","이젠스타빌A,B동",0,35.13,11260,4
2003,2015,3,14,면목동,648-14,"3,000",심온빌라,40,27.79,11260,2
2013,2015,3,14,면목동,316,"4,000","이젠스타빌A,B동",40,35.13,11260,2
2004,2015,3,14,면목동,153-20,"9,000",우정빌라,23,40.28,11260,4
2008,2015,3,14,면목동,365-11,"10,000",파크빌,15,40.56,11260,3
2005,2015,3,15,면목동,96-18,"21,000",그랑아트빌,0,67.71,11260,2
2001,2015,3,15,면목동,1174-1,"13,500",월드빌(에이동)(비동),0,59.7,11260,1
2005,2015,3,16,면목동,133-19,"17,000",삼성아트빌,0,67.75,11260,4
2003,2015,3,16,면목동,127-40,"4,000",(127-40),50,43.72,11260,2
2012,2015,3,17,면목동,389-10,"20,000",현대주택,0,51.09,11260,2
1976,2015,3,17,면목동,175-38,"6,500",부림(175-38),0,36.91,11260,0
1976,2015,3,17,면목동,175-38,"6,500",부림(175-38),0,36.91,11260,0
2002,2015,3,17,면목동,116-11,"14,000",백산하이츠빌,0,51.905,11260,2
1994,2015,3,17,면목동,69-47,"11,000",환진빌라,0,90.64,11260,1
2013,2015,3,17,면목동,393-69,"9,000",오성스카이빌,50,38.76,11260,4
2012,2015,3,18,면목동,524-13,"7,500",(524-13),0,22.1,11260,4
2012,2015,3,18,면목동,1163-3,"6,000",이오하우스,0,15.3,11260,6
1984,2015,3,18,면목동,55-3,"6,000",대성맨숀(A),0,98.4,11260,2
1990,2015,3,19,면목동,69-21,"7,000",도형빌라,0,50.34,11260,1
2003,2015,3,19,면목동,472-13,"15,000",(472-13),0,53.1,11260,2
1992,2015,3,19,면목동,132-60,"7,000",(132-60),0,48.63,11260,-1
1992,2015,3,19,면목동,34-2,"13,000",현대맨숀,0,82.48,11260,1
1987,2015,3,20,면목동,107-30,"8,000",목화연립,0,53.49,11260,-1
2002,2015,3,20,면목동,624-6,"15,000",미래베스트빌,0,57.75,11260,1
2008,2015,3,21,면목동,465-44,"4,000",금성B,70,55.72,11260,4
2002,2015,3,21,면목동,467-39,"17,000",대경하이츠빌라,0,54.45,11260,2
2012,2015,3,21,면목동,1163-3,"3,000",이오하우스,20,15.3,11260,4
2013,2015,3,21,면목동,365-29,"7,000",카르페디엠,0,23.74,11260,5
2013,2015,3,21,면목동,109-78,"15,000",플로렌스빌,0,28.28,11260,3
2013,2015,3,21,면목동,446-16,"3,000",(446-16),22,13.44,11260,2
2009,2015,3,21,면목동,455-13,"12,000",금강타운,0,39.34,11260,1
2008,2015,3,21,면목동,173-66,"13,000",스카이빌,0,43.86,11260,3
2013,2015,3,21,면목동,109-78,"14,000",플로렌스빌,0,28.28,11260,4
2013,2015,3,22,면목동,1167-3,500,(1167-3),45,14.76,11260,2
1993,2015,3,23,면목동,1173,"15,000",1173,0,70.06,11260,2
1993,2015,3,24,면목동,575-9,"3,300",민형연립,0,27.09,11260,-1
2001,2015,3,24,면목동,88-76,"17,000",무궁화타운,0,64.62,11260,4
2013,2015,3,24,면목동,316,"13,500","이젠스타빌A,B동",0,35.13,11260,3
2015,2015,3,25,면목동,126-25,"5,000",청명에버빌비동,65,29.95,11260,3
2014,2015,3,25,면목동,110-17,"2,000",광현주택,35,23.19,11260,2
2002,2015,3,26,면목동,128-59,"12,500",한샘빌라,0,39.27,11260,3
2014,2015,3,26,면목동,456-53,"17,000",을해빌A동,0,28.31,11260,2
2001,2015,3,26,면목동,173-37,"17,000",이오그린빌A동,0,68.87,11260,2
2000,2015,3,26,면목동,174-44,"17,500",삼보월드빌,0,73.58,11260,5
2014,2015,3,27,면목동,533-18,"8,000",삼정드림빌,0,19.5,11260,5
1992,2015,3,27,면목동,107-33,"17,500",(107-33),0,62.04,11260,3
1994,2015,3,27,면목동,1175,"8,500",(1175-0),0,39.87,11260,2
2015,2015,3,27,면목동,446-8,"5,000",씨밀레하우스2차(446-8),50,29.5,11260,5
2013,2015,3,28,면목동,111-39,"15,000",연리지,0,31.29,11260,5
2015,2015,3,28,면목동,651-28,"4,000",경수하이빌(651-28),50,27.18,11260,2
2012,2015,3,28,면목동,1163-3,"5,000",이오하우스,10,16,11260,6
2011,2015,3,30,면목동,393-71,"16,000",용마산,0,40.21,11260,2
1986,2015,3,30,면목동,340-8,"10,000",광진주택(가),0,41.25,11260,2
2013,2015,3,31,면목동,392-1,"3,000",참고은빌,60,29.7,11260,2
2002,2015,3,31,면목동,198-26,"7,500",도원아트빌,0,69.24,11260,4
2002,2015,3,31,면목동,69-15,"17,000",하나맨션,0,63.78,11260,3
1986,2015,3,31,면목동,53-22,"6,000",한양다세대(A),0,29.09,11260,2
2012,2015,3,31,면목동,1343-1,"14,000",공간행복,0,26.79,11260,1
1996,2015,3,2,상봉동,315-67,"1,000",임창빌라마동,60,50.4,11260,-1
2013,2015,3,4,상봉동,114-7,"1,000",파인빌,45,17.58,11260,3
2008,2015,3,4,상봉동,207-9,"20,000",청솔하이빌,0,72.72,11260,5
2015,2015,3,6,상봉동,129-42,"15,500",힐하우스B동,0,29.8,11260,4
2015,2015,3,7,상봉동,129-42,"15,500",힐하우스B동,0,29.8,11260,5
2013,2015,3,7,상봉동,256-22,"7,000",101빌리지,35,41.73,11260,2
2001,2015,3,8,상봉동,124-83,"10,000",모원빌라(124-83),0,37.36,11260,2
2012,2015,3,9,상봉동,235,"10,000",새누리빌,0,23.7,11260,2
1976,2015,3,9,상봉동,253-7,"4,000",(253-7),0,38.15,11260,0
2015,2015,3,10,상봉동,129-60,"16,000",아안채(129-60),0,40.37,11260,0
2013,2015,3,11,상봉동,114-2,"5,000",파인빌라트108,50,29.63,11260,2
2004,2015,3,12,상봉동,333-1,"20,000",그랑아파트,0,55.7,11260,4
2002,2015,3,12,상봉동,126-49,"13,000",우림아트빌,0,39.38,11260,2
2013,2015,3,13,상봉동,113-11,"4,000",W타워,20,12.02,11260,6
2004,2015,3,13,상봉동,106-15,"7,000",화성빌딩,60,71.61,11260,6
2002,2015,3,13,상봉동,226-22,"13,500",풍산쉐르빌104동,0,53.48,11260,4
2002,2015,3,13,상봉동,105-25,"12,000",우정주택,0,49.21,11260,2
2014,2015,3,14,상봉동,129-80,"21,000",휴렉스빌(129-80),0,45.08,11260,5
2011,2015,3,14,상봉동,130-106,"6,000",레인보우빌Ⅱ,0,13.8,11260,7
1994,2015,3,14,상봉동,307-6,"15,500",서로빌라,0,59.76,11260,3
2002,2015,3,15,상봉동,130-94,"15,000",동부맨션,0,71.53,11260,2
2012,2015,3,16,상봉동,235,"1,000",새누리빌,35,13.54,11260,3
2014,2015,3,18,상봉동,304-1,"8,000",허브빌,30,29.96,11260,5
2004,2015,3,19,상봉동,124-29,"6,000",리치빌,0,32.76,11260,1
2003,2015,3,20,상봉동,105-7,"6,000",(105-7),60,59.92,11260,3
1994,2015,3,20,상봉동,121-6,"13,000",한샘빌라,0,47.64,11260,2
2015,2015,3,20,상봉동,121-9,"15,000",대성쉐르빌(121-9),0,28.79,11260,4
2014,2015,3,21,상봉동,304-1,"15,000",허브빌,0,29.96,11260,2
1994,2015,3,22,상봉동,307-6,"10,000",서로빌라,0,60,11260,0
2003,2015,3,23,상봉동,304-2,"17,000",세리부아트빌7차(A동),0,65.34,11260,2
2014,2015,3,23,상봉동,190-60,"9,000",골든빌,40,29.73,11260,4
2002,2015,3,24,상봉동,119-48,"19,000",모원아트빌8차,0,65.64,11260,5
2010,2015,3,25,상봉동,200-11,"17,000",윤경그린아트빌,0,63.77,11260,2
2014,2015,3,25,상봉동,304-1,"15,500",허브빌,0,26.72,11260,2
2012,2015,3,25,상봉동,130-155,"6,000",동진빌,0,17.32,11260,4
2011,2015,3,25,상봉동,276-24,"3,000",미성빌라,40,29.61,11260,5
2004,2015,3,26,상봉동,309-18,"13,000",세리부아트빌(11차),0,50.24,11260,5
2014,2015,3,26,상봉동,304-1,"15,500",허브빌,0,29.96,11260,3
2002,2015,3,28,상봉동,231-1,"18,000",풍산쉐르빌105동,0,49.36,11260,3
1998,2015,3,30,상봉동,286,"15,000",보람하이츠빌라,0,60.54,11260,1
2011,2015,3,30,상봉동,127-29,"3,000",금환타워,25,36.34,11260,2
2012,2015,3,31,상봉동,113-38,"1,000",CasaBella,40,12.29,11260,4
2001,2015,3,31,상봉동,104-2,"15,000",건일테크빌,0,53.67,11260,1
2014,2015,3,2,중화동,148-67,"18,000",(148-67),0,46.62,11260,3
1997,2015,3,2,중화동,413-55,"12,500",성우그린맨숀(A동),0,45.24,11260,3
1986,2015,3,3,중화동,195-2,"5,500",우성타운,65,75.19,11260,3
1991,2015,3,4,중화동,330-112,"9,000",행운빌라,0,40.5,11260,4
1986,2015,3,4,중화동,195-2,"18,000",우성타운,0,84.99,11260,3
1977,2015,3,5,중화동,328-11,"5,000",(328-11),0,130.94,11260,1
1997,2015,3,6,중화동,310-45,"16,000",세원빌라,0,50.66,11260,3
1986,2015,3,6,중화동,296-44,"8,000",세광,0,54.24,11260,2
1986,2015,3,6,중화동,310-68,"6,500",대성주택5동,0,52.34,11260,-1
1978,2015,3,9,중화동,332-83,"10,000",(332-83),0,51.5,11260,1
1983,2015,3,9,중화동,123,"16,000",이화연립,0,84.3,11260,2
1991,2015,3,11,중화동,10,"10,000",봉상아트빌라,0,34.96,11260,2
2015,2015,3,12,중화동,11-35,"18,000",삼일시티빌,0,42.62,11260,3
2002,2015,3,13,중화동,154-5,"17,000",세리부아트빌,0,58.09,11260,4
2003,2015,3,13,중화동,327-90,"11,000",삼성하이츠,0,36.72,11260,4
2002,2015,3,13,중화동,332-155,"16,000",백운빌라,0,66.17,11260,2
1993,2015,3,14,중화동,275-16,"16,000",한양맨션,0,59.97,11260,2
2003,2015,3,14,중화동,154-51,"18,500",(154-51),0,67.86,11260,1
2003,2015,3,16,중화동,280-12,"19,000",다인파시빌,0,77.99,11260,4
1985,2015,3,16,중화동,112-8,"13,000",(112-8),0,73.35,11260,2
1980,2015,3,17,중화동,144,"2,000",(144-0),33,48.69,11260,-1
1986,2015,3,17,중화동,296-44,"2,000",세광,30,38.62,11260,2
1994,2015,3,18,중화동,30-5,"15,000",(3차)반석주택,0,70.29,11260,2
1991,2015,3,18,중화동,13-5,"11,000",대성빌라,0,47.68,11260,2
1985,2015,3,19,중화동,1-1,"11,000",대명,0,84,11260,3
1997,2015,3,19,중화동,310-45,"13,000",세원빌라,0,50.24,11260,2
1995,2015,3,20,중화동,90-11,"10,000",석산주택,0,43.74,11260,2
1986,2015,3,21,중화동,296-44,"3,300",세광,0,38.47,11260,3
2002,2015,3,23,중화동,305-69,"20,000",우성하이트빌,0,75.93,11260,1
1985,2015,3,23,중화동,4-30,"14,000",대명,0,82.08,11260,3
2003,2015,3,23,중화동,94-13,"9,000",세리부아트빌10차,0,39.06,11260,2
1986,2015,3,24,중화동,291-65,"1,000",(291-65),30,40.92,11260,0
2012,2015,3,25,중화동,279-22,"7,500",조은맨션,0,39.27,11260,1
2015,2015,3,26,중화동,323-17,"20,000","성우스타팰리스(103,104동)",0,45.81,11260,2
1980,2015,3,26,중화동,332-78,"9,500",(332-78),0,66.88,11260,1
1987,2015,3,26,중화동,283-6,"6,000",(283-6),0,37.2,11260,0
2003,2015,3,27,중화동,301-19,"17,000",세종샤인빌,10,64.3,11260,4
2006,2015,3,27,중화동,297-82,"5,000",(297-82),45,48.23,11260,3
1977,2015,3,28,중화동,309-109,"8,000",제일연립B동,0,48.6,11260,2
1992,2015,3,28,중화동,331-88,"3,500",서일빌라,0,37.32,11260,-1
2006,2015,3,28,중화동,295-41,"15,000",경수빌라,0,54.01,11260,3
1996,2015,3,30,중화동,37-12,"9,000",중화그린빌라,0,55.27,11260,0
1980,2015,3,30,중화동,98-1,"3,000",광진,40,45.88,11260,2
1983,2015,3,31,중화동,123,"18,000",이화연립,0,84.3,11260,1
1997,2015,3,31,중화동,330-14,"4,000",진주빌라,0,23.82,11260,-1
2010,2015,3,2,묵동,244-69,"11,000",윤빌라,0,29.88,11260,3
2002,2015,3,2,묵동,180-1,"18,000",다복쉐르빌,0,72.06,11260,3
2010,2015,3,3,묵동,202-15,"6,000",MAIBAUM,0,16.95,11260,2
2015,2015,3,4,묵동,238-127,"5,000",토토그린하우스,55,28.11,11260,4
2002,2015,3,6,묵동,109-19,"13,000",선경빌라(109-19),0,37.73,11260,3
1995,2015,3,6,묵동,157-3,"11,000",혜성빌라,0,45.6,11260,1
2014,2015,3,9,묵동,171-17,"5,500",어울림,0,12.04,11260,5
1998,2015,3,9,묵동,179-2,"21,500",화랑빌라트,0,92.64,11260,3
2012,2015,3,9,묵동,242-53,"10,500",몽트리샤,0,33.2,11260,6
2011,2015,3,9,묵동,243-29,"13,000",현대타운,0,37.98,11260,4
2012,2015,3,10,묵동,187-24,"3,000",뉴-월드빌,55,32.86,11260,3
1976,2015,3,10,묵동,247-91,"5,500",장안(247-91),0,31.62,11260,2
2010,2015,3,12,묵동,202-15,"2,500",MAIBAUM,30,16.95,11260,3
2003,2015,3,12,묵동,63-29,"1,000",금하주택B동,50,39.76,11260,4
2012,2015,3,12,묵동,171-29,"2,000",(171-29),30,12.61,11260,6
2013,2015,3,14,묵동,179-6,"10,000",토토하우스(179-6),25,30,11260,2
1993,2015,3,14,묵동,242-70,"3,500",우정빌라,0,52.8,11260,1
2003,2015,3,14,묵동,122-36,"10,000",덕산타운C동,0,58.07,11260,-1
2013,2015,3,16,묵동,179-6,"12,000",토토하우스(179-6),0,28.49,11260,1
1987,2015,3,16,묵동,121-1,"9,500",현대빌라,0,54.3,11260,1
2014,2015,3,18,묵동,171-17,"5,000",어울림,0,12.04,11260,5
2012,2015,3,18,묵동,242-53,"6,000",몽트리샤,0,26.71,11260,2
2010,2015,3,18,묵동,239-11,"12,000",은진하우스빌,0,29.88,11260,4
2010,2015,3,21,묵동,163-11,"22,500",새울센스빌(163-11),0,67.2,11260,4
2008,2015,3,21,묵동,122-195,"17,000",(122-195),0,53.04,11260,4
2013,2015,3,21,묵동,181-42,"13,000",금강빌라(181-42),0,34.86,11260,2
2012,2015,3,22,묵동,245-24,500,이레,40,14.73,11260,2
2002,2015,3,23,묵동,178-17,"15,000",호암그랑빌가동,0,61.09,11260,2
1987,2015,3,24,묵동,121-1,"13,000",현대빌라,0,54.3,11260,1
2002,2015,3,25,묵동,235-72,"20,500",금강빌라(235-72),0,69.54,11260,5
2008,2015,3,25,묵동,122-195,"17,000",(122-195),0,53.04,11260,4
2012,2015,3,25,묵동,238-48,"15,300",레몬트리지움,0,29.925,11260,4
2004,2015,3,26,묵동,122-358,"14,000",태영하이빌,0,37.24,11260,2
2002,2015,3,27,묵동,178-17,"14,500",호암그랑빌가동,0,39.86,11260,4
1995,2015,3,28,묵동,248-123,"7,000",동성빌라,0,33.82,11260,1
2003,2015,3,30,묵동,235-111,"14,000",오성빌리지,0,104.16,11260,3
2010,2015,3,31,묵동,163-11,"24,000",새울센스빌(163-11),0,90.58,11260,0
2003,2015,3,31,묵동,243-117,"6,000",미래아트빌라,0,49.23,11260,5
2013,2015,3,2,망우동,470-24,500,SM빌딩,40,13.14,11260,2
2001,2015,3,2,망우동,461-15,"17,000",한양하이츠,0,65.39,11260,4
2007,2015,3,3,망우동,456-36,"15,000",지은아트빌A동,0,50.76,11260,4
1990,2015,3,6,망우동,455-35,"12,500",퍼시픽하우스D동,0,55.68,11260,1
1993,2015,3,6,망우동,183,"16,500",해동빌딩,0,95.78,11260,5
1991,2015,3,10,망우동,460-11,"8,500",태림빌라,0,34.41,11260,4
1990,2015,3,14,망우동,238-2,"13,000",신일빌라,0,49.59,11260,2
2011,2015,3,14,망우동,518-39,"13,000",(518-39),15,57.2,11260,4
2011,2015,3,17,망우동,400-14,"3,000",힐탑Ⅱ,5,13.2,11260,1
2003,2015,3,18,망우동,461-10,"13,500",신세계드림빌,0,46.92,11260,2
1983,2015,3,18,망우동,178-1,"8,500","염광(1,2,3,4동)",0,68.15,11260,2
2011,2015,3,23,망우동,184-14,"1,000",MAIBAUM,50,17.7,11260,2
2007,2015,3,24,망우동,456-36,"15,000",지은아트빌A동,0,50.76,11260,4
1995,2015,3,24,망우동,152-43,"5,000",(152-43),60,84.98,11260,3
2012,2015,3,24,망우동,432-64,"12,000",(432-64),0,29.96,11260,2
2001,2015,3,25,망우동,494-13,"7,500",씨티하우스,0,47.77,11260,4
1986,2015,3,25,망우동,382-5,"7,500",(382-5),0,39.42,11260,1
2002,2015,3,27,망우동,529-55,"20,500",삼흥빌라,0,78.24,11260,4
1977,2015,3,28,망우동,149-4,"10,000",샘연립,0,57.45,11260,1
2011,2015,3,30,망우동,418-18,"12,000",(418-18),0,36.14,11260,4
2011,2015,3,31,망우동,400-14,"3,000",힐탑Ⅱ,12,14.03,11260,2
2012,2015,3,2,신내동,286-6,"1,000",아름다운소다헌,65,19.94,11260,4
2002,2015,3,2,신내동,587-2,"12,000",흥일주택,0,37.25,11260,3
2010,2015,3,2,신내동,393-1,"3,000",리치빌(393-1),55,42.79,11260,3
2010,2015,3,6,신내동,393-1,"14,000",리치빌(393-1),0,42.79,11260,4
1991,2015,3,12,신내동,539-1,"1,000",우송빌리지,50,48.2,11260,2
2007,2015,3,18,신내동,467-3,"16,000",(467-3),0,68.23,11260,5
2002,2015,3,19,신내동,587-2,"9,000",흥일주택,0,29.83,11260,4
1991,2015,3,27,신내동,539-9,"8,000",우송빌라C,0,31.59,11260,2
2013,2015,4,1,면목동,390-25,"2,000",(390-25),50,30.03,11260,4
2008,2015,4,2,면목동,100-5,"16,000",혜원쉐르빌,0,47.66,11260,5
2008,2015,4,2,면목동,183-90,"10,000",삼호맨션,35,53.09,11260,3
2008,2015,4,2,면목동,109-98,"6,000",전원하이츠,50,49.98,11260,4
1995,2015,4,2,면목동,152-15,"8,000",(152-15),0,32.62,11260,1
2013,2015,4,2,면목동,109-78,"14,000",플로렌스빌,0,28.98,11260,3
2003,2015,4,2,면목동,91-26,"18,000",베스트빌(크림빌),0,80.02,11260,1
1984,2015,4,3,면목동,55-3,"13,000",대성맨숀(A),0,98.4,11260,2
2012,2015,4,4,면목동,555-8,"4,000",LK그린빌,40,29.63,11260,3
2008,2015,4,5,면목동,69-7,"3,000",삼성파크빌,40,25.84,11260,5
2015,2015,4,6,면목동,1343-20,"8,000",(1343-20),40,59.28,11260,1
2009,2015,4,6,면목동,181-147,"12,000",트윈스빌(B동),0,34.26,11260,5
2010,2015,4,6,면목동,92-8,"9,000",삼유스위트빌라,0,28.58,11260,5
2012,2015,4,8,면목동,88-42,"11,000",(88-42),0,29.22,11260,2
1991,2015,4,8,면목동,532-141,"13,000",현대빌라(532-141),0,53.15,11260,3
2006,2015,4,8,면목동,227,"19,000",산솔트윈빌202동,0,63.85,11260,4
2013,2015,4,8,면목동,596-13,"2,000",삼성빌(31차),80,46.32,11260,3
2008,2015,4,8,면목동,173-6,"12,000",늘푸른빌라,0,44.92,11260,2
2003,2015,4,9,면목동,472-13,"10,000",(472-13),0,40.62,11260,5
2003,2015,4,10,면목동,506-1,"16,500",모원그린빌10차,0,55.13,11260,2
1994,2015,4,10,면목동,1175,500,(1175-0),30,33.44,11260,-1
2003,2015,4,10,면목동,472-13,"10,000",(472-13),0,40.62,11260,5
2009,2015,4,11,면목동,181-24,"8,000",트윈스빌(A동),50,65.56,11260,2
2005,2015,4,11,면목동,2-30,"11,000",로커스빌,0,55.29,11260,2
1994,2015,4,11,면목동,53-12,"7,000",(53-12),0,42.4,11260,3
1994,2015,4,11,면목동,53-12,"7,000",(53-12),0,42.4,11260,3
1976,2015,4,13,면목동,175-38,"8,000",부림(175-38),0,36.91,11260,2
2005,2015,4,13,면목동,177-13,"7,000",(177-13),30,49,11260,2
2012,2015,4,13,면목동,31-37,"11,000",파크빌리지,0,29.79,11260,3
2013,2015,4,13,면목동,393-69,"16,000",오성스카이빌,0,49,11260,3
2011,2015,4,13,면목동,126-41,"2,000",토이하우스,35,14.585,11260,5
2009,2015,4,14,면목동,181-147,"9,000",트윈스빌(B동),50,67.68,11260,2
1991,2015,4,15,면목동,112-10,"16,500",두산아트빌라(B),0,59.25,11260,3
2008,2015,4,15,면목동,100-5,"19,000",혜원쉐르빌,0,55.08,11260,3
2009,2015,4,16,면목동,406-5,"18,000",오페라하우스1,0,55.37,11260,2
2002,2015,4,16,면목동,120-23,"5,000",경스빌,40,42.14,11260,4
2015,2015,4,18,면목동,446-8,"4,000",씨밀레하우스2차(446-8),50,29.5,11260,4
